Wort,Anzahl
rules,2
rumagn,2
rumantsch,2
runa,3
rundi,1
rup,4
rup.wikipedia.org,2
rusin,1
russia,1
russian,1
russkiy,3
rusyn,1
rv,2
rw,4
rw.wikipedia.org,2
rx,3
ry,3
r?,1
s,101
s.parentnode.insertbefore,2
s3,1
s4o,1
s7,1
s9m,1
sa,21
sa.wikipedia.org,2
sa_white_x2,1
saesneg,2
sah,4
sah.wikipedia.org,2
sahifa,1
sahypa,1
said,1
saife,1
sakha,1
same,1
same_license_popup,1
sami,1
samoa,1
samoan,1
samogitian,1
sango,1
sans,2
sanskrit,1
santali,1
saqqaa,2
sardinian,1
sardu,2
sat,3
sat.wikipedia.org,1
satellites,2
saterland,1
saved,1
saxa,1
saxon,1
sc,4
sc.wikipedia.org,2
scalable,1
scale,5
scholarly,2
science,1
sciences,2
scn,6
scn.wikipedia.org,2
sco,6
sco.wikipedia.org,2
scots,5
scots_commons,1
scottish,1
screen,10
screenreadertext,1
scribunto,1
script,56
script.crazyegg.com,1
scripts,3
scroll,1
scrolltop,1
sculptor,1
sculptors,1
sd,4
sd.wikipedia.org,2
se,5
se.wikipedia.org,2
seal.png,1
search,34
search.js,1
searchbutton,4
searchform,1
searchinput,4
searchlanguage,1
secondary,11
seconds,4
section,11
secure,3
see,1
seeltersk,3
seg,1
select,7
selected,6
selector,2
selector.js,1
self,1
selflink,2
seljuq,1
seljuq_dynasty,1
sep,1
september,1
serbian,1
serbo,1
seri,2
services,1
sesotho,4
set,1
setcookie,2
setsiteid,1
setswana,2
settimeout,2
settrackerurl,1
sg,4
sg.wikipedia.org,2
sgp,1
sgs,3
sh,12
sh.wikipedia.org,2
sha256,1
sha384,2
shafi,1
share,8
sharealike,6
sherutni,1
sherutni_patrin,1
shona,1
shortcut,2
shorttitle,3
should,1
show,7
showcount,1
shqip,3
si,7
si.wikipedia.org,2
sicilian,1
sicilianu,3
sidebar,8
sidi,1
signup,2
silesian,1
simi,3
simple,14
simple.wikipedia.org,2
simple_english,1
simplesearch,1
sindh,1
sindhi,1
sinhala,1
sinugboanong,2
siswati,2
site,19
site.styles,2
sitedir,1
sitelinks,1
sitemap.htm,1
sitenotice,1
sitesub,1
sivu,1
size,31
sizes,1
sj,1
sk,10
sk.wikipedia.org,2
skad,1
skilled,1
skin,7
skins.vector.js,1
skins.vector.styles,1
skip,3
skyj,1
sl,11
sl.wikipedia.org,2
slavic,1
slenska,6
slide,15
slider,2
slight,1
slogan,12
slov,1
slovak,1
sloven,11
slovenian,1
sm,10
sm.wikipedia.org,2
small,30
smg,1
smg.wikipedia.org,2
sn,4
sn.wikipedia.org,2
so,10
so.wikipedia.org,2
social,6
society,1
software,1
sole,1
solid,15
somali,1
some,3
something,1
soomaaliga,3
sorbian,2
sorted,1
sos,1
sotho,2
soum,1
sounds,2
source,10
sources,2
south,1
southern,1
sp,1
space,2
space:nowrap,128
spacing,1
span,490
spanish,1
special,2
special:book,1
special:categories,2
special:centralautologin,1
special:citethispage,1
special:createaccount,1
special:electronpdf,1
special:entitypage,2
special:mycontributions,1
special:mylanguage,6
special:mytalk,1
special:newfiles,1
special:random,1
special:recentchanges,1
special:recentchangeslinked,1
special:search,1
special:specialpages,1
special:statistics,2
special:uploadwizard,2
special:userlogin,5
special:whatlinkshere,1
specialpages,1
species,4
species.wikimedia.org,4
speeches,2
spoken,1
sports,1
sprachen,1
sprite,20
sq,6
sq.wikipedia.org,2
sr,9
sr.wikipedia.org,2
sranan,1
sranantongo,2
src,50
srcset,20
srn,4
srn.wikipedia.org,2
srpski,4
srpskohrvatski,4
ss,4
ss.wikipedia.org,2
ssl,1
st,4
st.wikipedia.org,2
starna,1
stars,1
start,2
startoffset,1
startup,1
state,3
statement,1
static,8
stats.creativecommons.org,2
stats.wikimedia.org,1
statuses,2
stawi,1
sticky,3
stop,68
stopmobileredirecttoggle,1
store,4
stq,6
stq.wikipedia.org,2
str,2
stran,2
strana,4
stranica,4
stroke,43
strona,3
strona_g,1
strong,36
stsestotse,1
style,378
style.css,1
styled,2
styles,4
stylesheet,14
su,7
su.wikipedia.org,2
sua,1
subdivisions,2
subfoot,3
subject,1
subjects,3
submit,8
subscribe,2
substitute,1
suggestions,1
suggests,1
summarizes,1
summary,2
sunda,3
sundanese,1
suoku,1
suoku_puslopa,1
suomeksi,3
suomi,6
supplied,2
support,2
survives,2
sv,12
sv.wikipedia.org,2
svenska,9
svg,98
svg.css,1
svg.png,6
sw,4
sw.wikipedia.org,2
swahili,1
swati,1
swedish,1
sx,2
syahan,2
syahan_nga_pakli,2
symbols,1
sync,1
syndicated,1
sysop,2
szi,1
szl,6
szl.wikipedia.org,2
s?,1
s?,1
t,81
t0,1
t6,1
ta,10
ta.wikipedia.org,2
tabana,1
tabana_levu,1
tabindex,11
table,9
tagalog,4
tagline,14
tah,1
tahiti,1
tahitian,1
tajik,1
take,1
tal,2
tali,1
talk,3
talk:main_page,1
tam,1
tami,2
tamil,1
taqbaylit,2
tara,5
tara.wikipedia.org,2
tarand,2
tarantino,1
tarask,4
tarask.wikipedia.org,1
target,300
tarkerazu,1
tatambaian,2
tatar,3
tb,3
tbody,8
tc5iqib027qvyjsmfhjomalkfuwvxzxupncja7l2mcwnipg9mgcd8wgnicpd7txa,1
tcy,3
tcy.wikipedia.org,1
td,68
te,6
te.wikipedia.org,2
technological,2
technological_measures_popup,1
technology,1
telugu,2
tem,1
template,2
template:convert,2
template:lang,7
template:main_page_template,2
template:potd,2
template:potd_description,2
templateargumentsize,1
tepas,6
terms,14
terms_of_use,2
test,6
tet,4
tet.wikipedia.org,2
tether,1
tether.min.js,1
tetum,1
tetun,2
text,103
textbooks,2
textlogo,2
textlogo__image,1
texts,1
textwidget,1
tg,6
tg.wikipedia.org,2
th,16
th.wikipedia.org,2
thai,3
them,1
thematic,1
theme,1
themes,11
thesaurus,1
things,1
this.select,1
this_is_a_good_attribution_for_material_you_modified_slightly,1
three,1
through,1
thu,1
thumb,49
ti,9
ti.wikipedia.org,2
tibetan,1
tigri,1
tigrinya,1
time,7
times,1
timestamp,2
timeusage,1
timingprofile,1
tina,7
tiny,1
titiriw,1
title,797
tk,4
tk.wikipedia.org,2
tl,6
tl.wikipedia.org,2
tlukankulu,2
tm_q,1
tn,5
tn.wikipedia.org,2
to.wikipedia.org,2
today,2
toggle,3
toggle_view_mobile,1
tojik,1
tok,3
tonga,2
tongan,1
tongo,1
tools,4
top,19
topic,1
total,2
touch,3
touran,1
tpi,4
tpi.wikipedia.org,2
tq,1
tr,25
tr.wikipedia.org,2
trackpageview,1
trang,2
trang_ch,2
transaction.donationamt,5
transaction.donationamt.other,1
transclusion,1
transcoded,2
transcodekey,2
transform,16
transientcontent,1
translate,8
travel,2
treaty,1
tri,1
trigger,7
trns,1
true,21
try,1
tr?,1
ts,7
ts.wikipedia.org,2
tsalagi,1
tsamba,1
tsamba_lalikulu,1
tsch,3
tsets,1
tshiven,1
tshivenda,1
tsonga,1
tswana,1
tt,4
tt.wikipedia.org,2
ttl,1
tu,1
tuisblad,4
tulu,1
tum,4
tum.wikipedia.org,2
tumbuka,1
tungkaran,2
tungkaran_tatambaian,2
tunisia,1
turkce,2
turkish,2
turkmen,1
turned,1
tuvinian,1
tw,5
tw.wikipedia.org,2
tweet,1
twentysixteen,4
twentysixteen.css,1
twi,3
twitter,1
twitter.com,2
tx,1
tx2?,1
tx75,1
txr,1
txtfield,1
txtfield.val,1
txtvalue,3
ty,4
ty.wikipedia.org,2
tyla,1
type,83
typeof,1
tyv,4
tyv.wikipedia.org,2
tyva,1
tzebuergesch,3
tzt,1
t?,1
t?,1
t?,1
t?,1
t?ly,1
t?,1
u,72
u9,1
ua,4
udm,6
udm.wikipedia.org,2
udmurt,2
ue,2
ueh,1
uf,1
ug,4
ug.wikipedia.org,2
ugi,1
ui,32
uikipedi,2
uj,2
ujx,1
uk,12
uk.wikipedia.org,2
ukp,1
ukrainian,1
ukrayins,2
ul,102
uls,2
umuna,1
umuna_a_panid,1
un,1
unang,3
unang_pahina,2
unang_panid,1
uncitral,1
undefined,3
under,8
understanding,2
undo,1
undoafter,1
unless,1
unported,2
unregisteredonly,1
unstrip,4
until,1
up,1
upiak,2
upload,3
upload.wikimedia.org,52
upload.wikimedia.org.css,1
uploadbtn,1
uploads,8
upon,2
upper,1
up?7,1
ur,8
ur.wikipedia.org,2
urdu,3
url,18
us,2
us.netdonor.net,4
usable,2
usage,4
use,26
used,1
usepagedescriptions,1
usepageimages,1
user,2
user.options,1
user.styles,1
user.tokens,2
users,1
userspaceonuse,5
using,4
ustuuvcbc,1
ut,1
utama,5
utamo,1
utf,6
uv,1
uws,2
uyghur,1
uyghurche,1
uz,7
uz.wikipedia.org,2
uzbek,1
u?,1
v,86
v'v6vv,1
v2,10
va,3
vahcuengh,1
vaka,1
vakaviti,1
valign,2
valuables,1
value,132
valued,1
var,21
variants,5
vd,1
ve,5
ve.wikipedia.org,2
vec,6
vec.wikipedia.org,2
vector,7
vectormenu,2
vectormenucheckbox,2
vectortabs,2
venda,1
venetian,1
vep,4
vep.wikipedia.org,2
veps,3
version,6
versions,1
vertical,3
veswitched,1
veurblaad,2
veurblad,2
vh,1
vi,15
vi.wikipedia.org,3
via,1
vibrant,1
vicipaedia:pagina,1
vicipaedia:pagina_prima,1
vid,3
videos,2
vietnamese,1
view,10
viewbox,24
viewed,1
viewport,3
views,14
viewsource,1
vikipedio,2
vikipedio:internacia_vikipedio,1
village,2
visit,2
visited,1
visualclear,1
viti,1
vkc,1
vlaams,1
vlams,3
vls,4
vls.wikipedia.org,2
vo,9
vo.wikipedia.org,2
vocab,1
voci,1
volap,5
volunteers,1
voorblad,2
vorbis,3
vosa,2
vouiquip,2
voy,1
vp,1
vro,4
vro.wikipedia.org,2
vu,1
vv,1
vvv,2
vw7vq,1
vwa5,1
vx,1
vzag,1
v?,1
w,98
w1,2
w2,1
w3c,1
w6,1
w7,1
w:non,1
w_,1
w_?,1
wa,4
wa.wikipedia.org,2
walloon,1
walltime,1
walon,2
want,1
war,8
war.wikipedia.org,2
waray,1
warranties,1
watchlist,1
watchtoken,1
way,1
ways,1
wb,28
wb8,1
wbc,1
wck,1
wd,1
we,3
we'd,1
weather,1
website,1
weight:bold,13
weight:normal,5
weitere,1
welcome,2
well,1
welsh,1
were,1
west,4
western,3
wg,1
wgaction,1
wgarticleid,1
wgbackendresponsetime,1
wgbetafeaturesfeatures,1
wgbreakframes,1
wgcanonicalnamespace,1
wgcanonicalspecialpagename,1
wgcategories,1
wgcategorytreepagecategoryoptions,1
wgcentralauthmobiledomain,1
wgcentralnoticecategoriesusinglegacy,1
wgcentralnoticecookiestodelete,1
wgcodemirrorenabled,1
wgcspnonce,1
wgcurrevisionid,1
wgdefaultdateformat,1
wgdigittransformtable,1
wgeditsubmitbuttonlabelpublish,1
wghostname,1
wgisarticle,1
wgismainpage,1
wgisprobablyeditable,1
wgisredirect,1
wgmediaviewerenabledbydefault,1
wgmediavieweronclick,1
wgmfdisplaywikibasedescriptions,1
wgmfenablefontchanger,1
wgmfexpandallsectionsuseroption,1
wgmonthnames,1
wgmonthnamesshort,1
wgnamespacenumber,1
wgnoticeproject,1
wgpagecontentlanguage,1
wgpagecontentmodel,1
wgpagename,1
wgpageparsereport,1
wgrelevantarticleid,1
wgrelevantpageisprobablyeditable,1
wgrelevantpagename,1
wgrequestid,1
wgrestrictionedit,1
wgrestrictionmove,1
wgrevisionid,1
wgscoredefaultnotelanguage,1
wgscorenotelanguages,1
wgseparatortransformtable,1
wgtitle,1
wgulscurrentautonym,1
wgusergroups,1
wgusername,1
wgvisualeditor,1
wgvisualeditortoolbarscrolloffset,1
wgvisualeditorunsupportededitparams,1
wgwikibaseitemid,1
wgwikieditorenabledmodules,1
wgwmeschemaeditattemptstepoversample,1
wh,1
what,5
what_should_i_know_before_i_use_a_work_licensed_under_the_igo_3.0_ported_licenses,1
whatlinkshere,1
when,4
when_is_my_use_considered_an_adaptation,1
where,3
which,2
white,129
white.png,1
white_,8
wi,1
wide,1
widget,10
widget_text,1
width,123
wiki,636
wiki.creativecommons.org,11
wikibase,5
wikibase.client.init,1
wikibooks,14
wikibooks.name,1
wikibooks.slogan,1
wikicommons,2
wikidata,15
wikidata.name,1
wikidata.slogan,1
wikidata:main_page,1
wikimedia,29
wikimedia_community_logo.svg,3
wikimedia_community_logo.svg.png,3
wikimedia_movement,1
wikimediafoundation.org,4
wikinews,13
wikinews.name,1
wikinews.slogan,1
wikip,6
wikipedia,93
wikipedia.ico.css,1
wikipedia.org,2
wikipedia.png.css,1
wikipedia:apam,1
wikipedia:apam_k,1
wikipedia:etusivu,2
wikipedia:fandraisana,2
wikipedia:h,2
wikipedia:haubdsaid,2
wikipedia:hauptseite,2
wikipedia:hoodsid,2
wikipedia:houpsigk,2
wikipedia:houptsyte,2
wikipedia:lista_wersji_j,1
wikipedia:pagina,1
wikipedia:pagina_principala,1
wikipedia:phi,1
wikipedia:portada,2
wikipedia:sprachen,1
wikipedia:strona,1
wikipedia:strona_g,1
wikipedia_app_tile,2
wikipedia_wordmark,2
wikiquote,14
wikiquote.name,1
wikiquote.slogan,1
wikisource,14
wikisource.name,1
wikisource.slogan,1
wikispecies,13
wikispecies.name,1
wikispecies.slogan,1
wikitext,1
wikiversity,14
wikiversity.name,1
wikiversity.slogan,1
wikiversity:main_page,1
wikivoyage,14
wikivoyage.name,1
wikivoyage.slogan,1
wikt,1
wiktionary,14
wiktionary.name,1
wiktionary.slogan,1
wiktionary:main_page,1
win,2
winaray,4
window,2
window.location.href,1
window.rlq,4
wins,1
wipo,1
wishes,1
wk2,1
wk5i,1
wl,4
wlg,1
wm,1
wmf,1
wmf:privacy,1
wna,2
wn?,1
wo,5
wo.wikipedia.org,2
wolna,2
wolof,3
work,20
works,1
world,1
wp,21
wrapper,6
write,1
wu,2
wuu,4
wuu.wikipedia.org,2
wuu_wiki,1
ww,1
wwk,1
wwsd,1
wwv,1
www,3
www.facebook.com,1
www.mediawiki.org,6
www.w3,27
www.wikibooks.org,1
www.wikidata.org,6
www.wikinews.org,1
www.wikipedia.org,1
www.wikiquote.org,1
www.wikisource.org,1
www.wikiversity.org,1
www.wikivoyage.org,1
www.wiktionary.org,1
w?,1
w?,1
w?,1
w?,1
x,98
x1,2
x2,3
x20,5
x9o,1
x_,1
x_x,1
xa,1
xa3?,1
xal,4
xal.wikipedia.org,2
xaomogpaicoaal44vlmaaaas,1
xatl,2
xb,1
xef,1
xh,5
xh.wikipedia.org,2
xhf,1
xhosa,1
xhpx,1
xhtml,4
xitsonga,2
xl,2
xlink,1
xlink:href,9
xmf,4
xmf.wikipedia.org,2
xml,8
xml:lang,40
xmlns,25
xmlns:cc,2
xmlns:dc,1
xmlns:dct,1
xmlns:frbr,1
xmlns:xlink,1
xn,1
xo,1
xom,1
xp,1
xp8a4mxaq,1
xq2im,1
xs,2
xt,2
xu,1
xv,1
xxh,1
xxx,3
xz,1
xzc,1
xzz,1
y,88
y0v,1
y1,2
y2,2
y3,1
y43,1
y5,1
ya,7
yah,2
yaprak,1
yazyk,1
yc,2
ychi,1
yd?,1
year,2
yeld,1
yes,2
yg,1
yhioh,1
yi,6
yi.wikipedia.org,2
yiddish,1
yidi,1
yiebdaeuz,2
yk,1
ym,1
ync,1
yo,6
yo.wikipedia.org,2
yor,3
yoruba,1
you,40
your,12
yue,6
yue.wikipedia.org,2
yue_wiki,1
yuht,1
yuz,1
yv,2
yxy,1
yy,3
yyy,2
y?,1
y?,1
z,72
z.r,1
z0,1
z3,1
z4,1
z8,1
z9,1
za,5
za.wikipedia.org,2
zajta,2
zam,2
zam.wikipedia.org,2
zamboanga,2
zazaki,4
zbekcha,3
zd,1
ze,2
zea,4
zea.wikipedia.org,2
zeelandic,1
zeruni,1
zgead,1
zh,34
zh.wikipedia.org,5
zh_art,1
zh_others,1
zh_tw,3
zhuang,1
zi,1
zn,1
zosebrlbnqzlpnkikedrpv7loy9c27hhq,1
zr,1
zs,2
zt,1
zu,4
zu.wikipedia.org,2
zulu,1
zwu,1
zx,1
zy,1
zy9,1
zyk,1
zz,1
zÿ,1
ª,1
àp,1
ã?ik,1
ä,1
äk,1
è,1
ê4b,1
ë,1
ù,1
ùp8,1
þ,1
?,1
?h,1
?,1
?,1
?,2
?vj,1
?p,1
?,2
?,2
?b,1
?,1
?,1
?,1
?,1
?i,1
?,1
?,1
?'a,1
?,1
?,1
?v,1
?,1
?,2
?,1
?b,1
?,2
?,1
?,1
?,1
?,1
?g,1
?,1
?,2
?,1
?e,1
?q,1
?,1
?,1
?h,1
?,1
?jj,1
?,1
?,16
?,1
?,1
?e,1
?4,1
?p,1
?a,1
?,1
?,2
?os1,1
?s,1
?ek,1
?,1
?,1
?7,1
?ksj,1
?4,1
?,1
?,1
?,1
?,1
?,1
?,1
???,1
?,1
?,1
?,1
?u,1
?,1
?,1
?,1
?,1
?v,1
?,1
?,1
?,1
?,1
?,1
?_?6?,1
?,1
?j,1
?,1
?,2
?v,1
?o,1
?,1
?,1
?4,1
?,2
?,1
?a,1
?,1
?,1
?:vx3,1
?,1
?,2
?,1
?u,1
?,1
?,1
??,1
?,2
?u,1
?,1
?,1
?,1
?,1
?5,1
?,2
?,1
?7,1
?g,1
?,1
?,1
?,1
?,1
?i,1
?,1
?,1
?,1
?,1
?,1
?,1
?c'o,1
?,2
?,1
?,2
?2,1
?,1
?z,1
?,1
?,1
?s,1
?,1
?,1
?,1
?hmj,1
?,1
?,2
?,2
?r,1
?,2
?,1
?y,1
?,1
?,1
??,1
?,1
?,2
?,1
?,1
?,1
?7,1
?,1
?b,1
?,1
?,1
?,1
?,1
??,1
?e,1
?,1
?,1
?,2
?,2
?,1
?t,1
?,1
??,1
?,1
?,1
?,1
?,1
?,1
?dx,1
?,1
?,1
?,1
?,1
?cn,1
?,1
?b,1
?,1
?,1
?,1
?nz,1
?,1
?,1
?z,1
?,1
?,3
?,1
?4,1
?,1
?z,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?fh,1
?,1
?z,1
?p,1
?,1
?,1
?t65,1
?,1
?,1
?,1
?7,1
??h,1
?,1
?u,1
?,1
?lb,1
?,2
?,1
?,1
?,1
?,2
?_,1
?,1
?n,1
?,1
?,1
?,1
?,1
?,2
?,1
?,1
?,1
?,1
?y,1
?,1
?9,1
?nm,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
??,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?,1
?llx,1
?,1
?,1
?i,1
?,1
?y,1
?k,1
?,1
?,1
?,1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test.htm,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\3.0.css,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\Wikipedia-logo-v2.png,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\sprite-556af1a5.svg.css,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\upload.wikimedia.org.css,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\wikipedia.ico.css,-1
E:\projekte\intern\LuceneTest01\Data\txtWeb\test\wikipedia.png.css,-1
